Code,Name,PGN,,,,
D05,"Rubinstein Attack, Colle",1.d4 d5 2.Nf3 Nf6 3.e3 e6 4.Bd3 c5 5.b3,,,,
D06,Queen's Gambit; Aleppo Gambit; D06,1.d4 d5 2.c4,,,,
D06,"Zilbermints Gambit, QGD",1.d4 d5 2.c4 b5,,,,
D06,"Brieger Defense; Sahovic Defense, QGD; Baltic Defense",1.d4 d5 2.c4 Bf5,,,,
D06,"Pseudo-Slav, QGD",1.d4 d5 2.c4 Bf5 3.Nc3 e6 4.Nf3 c6,,,,
D06,"Pseudo-Chigorin, QGD",1.d4 d5 2.c4 Bf5 3.Nc3 e6 4.Nf3 Nc6,,,,
D06,"Queen Attack, Baltic Defens, QGD",1.d4 d5 2.c4 Bf5 3.Nc3 e6 4.Qb3,,,,
D06,"Austrian Defense; Summetrical Defense, QGD",1.d4 d5 2.c4 c5,,,,
D06,"Gusev Countergambit, QGD",1.d4 d5 2.c4 c5 3.cxd5 Nf6,,,,
D06,"Haberditz Variation, QGD",1.d4 d5 2.c4 c5 3.cxd5 Nf6 4.e4 Nxe4 5.dxc5 Qa5+,,,,
D06,"Salvio Countergambit, QGD",1.d4 d5 2.c4 c5 3.dxc5 d4,,,,
D06,"Alekhine Defense, QGD",1.d4 d5 2.c4 g6ï¿½,,,,
D06,"Tartakower Gambit, QGD",1.d4 d5 2.c4 Nc6 3.Nc3 e5,,,,
D06,"Modern Gambit, Chigorin Defense",1.d4 d5 2.c4 Nc6 3.Nc3 Nf6 4.Nf3 dxc4,,,,
D06,"Alekhine Variation, Chigorin Defense",1.d4 d5 2.c4 Nc6 3.Nf3 Bg4 4.Qa4,,,,
D06,"Lazard Gambit, Chigorin Defense",1.d4 d5 2.c4 Nc6 3.Nf3 e5,,,,
D06,"Marshall Defense; Knight Defense, QGD",1.d4 d5 2.c4 Nf6ï¿½ï¿½,,,,
D06,"Cocquio Counter Gambit, QGD; Tan Gambit",1.d4 d5 2.c4 Nf6 3.cxd5 c6,,,,
D07,"Chigorin Defense, QGD; D07",1.d4 d5 2.c4 Nc6,,,,
D07,"Exchange Variation, Chigorin Defense",1.d4 d5 2.c4 Nc6 3.cxd5 Qxd5,,,,
D07,Costa's Line,1.d4 d5 2.c4 Nc6 3.cxd5 Qxd5 4.e3 e5 5.Nc3 Bb4 6.Bd2 Bxc3 7.Bxc3 exd4 8.Ne2,,,,
D07,"Janowski Variation, QGD",1.d4 d5 2.c4 Nc6 3.Nc3 dxc4 4.Nf3,,,,
D08,"Albin Countergambit; Cavalotti Var, QGD; D08",1.d4 d5 2.c4 e5,,,,
D08,"Lasker Trap, QGD",1.d4 d5 2.c4 e5 3.dxe5 d4 4.e3 Bb4+ 5.Bd2 dxe3,,,,
D08,"Normal Line, Albin Countergambit, QGD",1.d4 d5 2.c4 e5 3.dxe5 d4 4.Nf3,,,,
D08,"Tartakower Defense, QGD",1.d4 d5 2.c4 e5 3.dxe5 d4 4.Nf3 c5,,,,
D08,"Alapin Variation, QGD",1.d4 d5 2.c4 e5 3.dxe5 d4 4.Nf3 Nc6 5.Nbd2,,,,
D09,"Fianchetto Variation, Albin Countergambit; D09",1.d4 d5 2.c4 e5 3.dxe5 d4 4.Nf3 Nc6 5.g3,,,,
D10,"Slav Defense; Czech Defense, QGD; D10",1.d4 d5 2.c4 c6,,,,
D10,"Exchange Variation, Slav",1.d4 d5 2.c4 c6 3.cxd5,,,,
D10,Slav Pawn Game,1.d4 d5 2.c4 c6 3.e3,,,,
D10,"Diemer Gambit, Slav",1.d4 d5 2.c4 c6 3.e4,,,,
D10,"Alekhine Attack, Slav",1.d4 d5 2.c4 c6 3.Nc3 dxc4 4.e4,,,,
D10,"Winawer Counter Gambit, Slav",1.d4 d5 2.c4 c6 3.Nc3 e5,,,,
D10,"Anti-Winawer Gambit, Slav",1.d4 d5 2.c4 c6 3.Nc3 e5 4.e4,,,,
D11,"Modern Line, Slav; D11",1.d4 d5 2.c4 c6 3.Nf3,,,,
D11,Slav Bishop's Game,1.d4 d5 2.c4 c6 3.Nf3 Bf5,,,,
D11,"Bonet Gambit, Slav",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Bg5,,,,
D11,"Quiet Variation, Slav",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.e3,,,,
D11,"Breyer Variation, Slav",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nbd2,,,,
D12,"Schallopp Defense, Slav; D12",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.e3 Bf5,,,,
D12,"Amsterdam Variation, Slav",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.e3 Bf5 5.cxd5 cxd5 6.Nc3,,,,
D12,"Rotterdam Variation, Slav",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.e3 Bf5 5.cxd5 cxd5 6.Qb3ï¿½ï¿½,,,,
D12,"Landau Variation, Slav",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.e3 Bf5 5.cxd5 cxd5 6.Qb3 Qc8 7.Bd2 e6 8.Na3,,,,
D12,"Pin Defense, Slav",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.e3 Bg4,,,,
D13,"Exchange Variation, Slav; D13",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.cxd5,,,,
D14,"Symmetrical Line, Slav; D14",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.cxd5 cxd5 5.Nc3 Nc6 6.Bf4 Bf5,,,,
D14,"Trifunovic Variation, Slav",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.cxd5 cxd5 5.Nc3 Nc6 6.Bf4 Bf5 7.e3 e6 8.Qb3 Bb4,,,,
D15,"Three Knights Variation, Slav; D15",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3,,,,
D15,"Chameleon Variation, Slav",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 a6,,,,
D15,"Advance System, Slav",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 c5,,,,
D15,"Two Knights Attack, Slav",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4,,,,
D15,"Alekhine Variation, Slav",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.e3,,,,
D15,"Alekhine Variation, Slav",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.e3 b5 6.a4 b4,,,,
D15,"Geller Variation; Geller-Tolush Var, Slav",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.e4,,,,
D15,"Schlechter Variation, Slav",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 g6,,,,
D15,"Suchting Variation, Slav",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 Qb6,,,,
D16,"Alapin Variation, Slav; D16",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4,,,,
D16,"Steiner Variation, Slav",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bg4,,,,
D16,"Soultanbeieff Variation, Slav",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 e6,,,,
D16,"Smyslov Variation, Slav",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Na6,,,,
D17,Czech Defense; Open Slav Defense; D17,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5,,,,
D17,"Krause Attack, Slav",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5 6.Ne5,,,,
D17,"Wiesbaden Variation, Slav",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5 6.Ne5 e6,,,,
D17,"Sharp Line, Wiesbaden Variation, Slav",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5 6.Ne5 e6 7.f3 Bb4 8.e4,,,,
D17,"Fazekas Gambit, Slav",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5 6.Ne5 Na6 7.e4,,,,
D17,"Carlsbad Variation, Slav",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5 6.Ne5 Nbd7 7.Nxc4 Qc7 8.g3 e5,,,,
D17,"Baarn Variation, Slav; Bled Attack",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5 6.Nh4,,,,
D18,"Dutch Variation, Slav; D18",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5 6.e3,,,,
D18,"Mareschall Variation, Slav; Lasker Variation",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5 6.e3 Na6,,,,
D19,"Main Line, Czech Variation, Slav; D19",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5 6.e3 e6 7.Bxc4 Bb4 8.O-O O-O 9.Qe2,,,,
D20,Queen's Gambit Accepted; D20,1.d4 d5 2.c4 dxc4ï¿½ï¿½,,,,
D20,"Old Variation, QGA",1.d4 d5 2.c4 dxc4 3.e3,,,,
D20,"Billinger Gambit, QGA",1.d4 d5 2.c4 dxc4 3.e3 e5 4.Bc4 exd4 5.Qb3 Qe7 6.a3,,,,
D20,"Korchnoi Gambit, QGA",1.d4 d5 2.c4 dxc4 3.e3 e5 4.Bc4 exd4 5.Qb3 Qe7 6.Kf1,,,,
D20,"Novikov Gambit, QGA",1.d4 d5 2.c4 dxc4 3.e3 e5 4.Bc4 exd4 5.Qb3 Qe7 6.Nd2,,,,
D20,"Christensen Gambit, QGA",1.d4 d5 2.c4 dxc4 3.e3 e5 4.Bc4 exd4 5.Qb3 Qe7 6.Nf3,,,,
D20,"Saduleto Variation, QGA; Central Variation, QGA",1.d4 d5 2.c4 dxc4 3.e4,,,,
D20,"Greco Variation, QGA",1.d4 d5 2.c4 dxc4 3.e4 b5,,,,
D20,"Rubinstein Variation, QGAï¿½ï¿½",1.d4 d5 2.c4 dxc4 3.e4 c5,,,,
D20,"Yefimov Gambit, QGA",1.d4 d5 2.c4 dxc4 3.e4 c5 4.d5 b5,,,,
D20,"Linares Variation, QGA",1.d4 d5 2.c4 dxc4 3.e4 c5 4.d5 Nf6 5.Nc3 b5,,,,
D20,"McDonnell Defense, QGA",1.d4 d5 2.c4 dxc4 3.e4 e5,,,,
D20,"Somov Gambit, QGA",1.d4 d5 2.c4 dxc4 3.e4 e5 4.Bxc4,,,,
D20,"Versov; Betbeder; Schwartz Defense, QGA",1.d4 d5 2.c4 dxc4 3.e4 f5,,,,
D20,"Modern Defense, QGA",1.d4 d5 2.c4 dxc4 3.e4 Nc6,,,,
D20,"Alekhine System, QGA",1.d4 d5 2.c4 dxc4 3.e4 Nf6,,,,
D20,"Gunsberg Defense; Prianishenmo Gambit, QGA",1.d4 d5 2.c4 dxc4 3.Nc3 c5 4.d5 Nf6 5.Nc3 e6 6.e4 exd5 7.e5,,,,
D21,"Blackburne's Move, QGA; Normal Variation, QGA; D21",1.d4 d5 2.c4 dxc4 3.Nf3,,,,
D21,"Alekhine Variation, QGA",1.d4 d5 2.c4 dxc4 3.Nf3 a6,,,,
D21,"Slav Gambit, QGA",1.d4 d5 2.c4 dxc4 3.Nf3 b5,,,,
D21,"Gunsberg Defense, QGA",1.d4 d5 2.c4 dxc4 3.Nf3 c5,,,,
D21,"Prianishenmo Gambit, QGA",1.d4 d5 2.c4 dxc4 3.Nf3 c5 4.d5 Nf6 5.Nc3 e6 6.e4 exd5 7.e5,,,,
D21,"Rosenthal Variation, QGA",1.d4 d5 2.c4 dxc4 3.Nf3 e6,,,,
D21,"Godes Variation, QGA",1.d4 d5 2.c4 dxc4 3.Nf3 Nd7,,,,
D22,D22,1.d4 d5 2.c4 dxc4 3.Nf3 a6 4.e3,,,,
D22,"Haberditz Variation, QGA",1.d4 d5 2.c4 dxc4 3.Nf3 a6 4.e3 b5,,,,
D22,"Alekhine Variation, QGA",1.d4 d5 2.c4 dxc4 3.Nf3 a6 4.e3 Bg4,,,,
D22,"Borisenko-Furman Variation, QGA",1.d4 d5 2.c4 dxc4 3.Nf3 a6 4.e4,,,,
D23,D23,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6,,,,
D23,"Mannheim Variation, QGA",1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.Qa4+,,,,
D24,"Showalter Variation, QGA; D24",1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.Nc3,,,,
D24,"Bogoljubow Defense, QGA",1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.Nc3 a6 5.e4,,,,
D25,D25,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3,,,,
D25,"Flohr; Winawer Variation, QGA",1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 Be6,,,,
D25,"Larsen; Janowski; Modern Variation, QGA",1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 Bg4,,,,
D25,"Smyslov Variation, QGA",1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 g6,,,,
D25,Queen's Gambit Accepted Deferred,1.d4 d5 2.Nf3 Nf6 3.c4 dxc4,,,,
D26,Traditional System QGA; D26,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6,,,,
D26,"Classical Defense, QGA",1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5,,,,
D26,"Steinitz Variation, QGA",1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O cxd4,,,,
D26,"Development Variation, QGA",1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O Nc6,,,,
D27,"Rubinstein Variation, QGA; D27",1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6,,,,
D27,"Furman Variation, QGA",1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.dxc5 Bxc5,,,,
D27,"Russian Gambit, QGA",1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.e4,,,,
D28,"Alekhine System, Classical Defense, QGA; D28",1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.Qe2,,,,
D28,"Accelerated Fianchetto, QGA",1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.Qe2 b5,,,,
D28,"Counter Fianchetto Variation, QGA",1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.Qe2 Nc6 8.dxc5,,,,
D28,"Four Knights Variation, QGA",1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.Qe2 Nc6 8.Nc3,,,,
D29,D29,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.Qe2 b5 8.Bb3 Bb7,,,,
D29,"Smyslov Variation, Classical Defense, QGA",1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.Qe2 b5 8.Bb3 Bb7 9.Rd1 Nbd7 10.Nc3 Bd6,,,,
D30,D30,1.d4 d5 2.c4 e6,,,,
D30,"Pseudo-Tarrasch, QGD",1.d4 d5 2.c4 e6 3.Nf3 c5,,,,
D30,"Bishop Attack, Tarrasch",1.d4 d5 2.c4 e6 3.Nf3 c5 4.cxd5 exd5 5.Bg5,,,,
D30,"Anti-Noteboom Gambit, Semi-Slav",1.d4 d5 2.c4 e6 3.Nf3 c6 4.Nc3 dxc4 5.g3,,,,
D30,"Traditional Variation, QGD",1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5,,,,
D30,"Vienna Variation, QGDï¿½ï¿½",1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 Bb4+,,,,
D30,"Duras Variation, QGD; Capablanca Variation",1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 h6,,,,
D30,"Hastings Variation, QGD",1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 h6 5.Bxf6 Qxf6 6.Nc3 c6 7.Qb3,,,,
D30,"Capablanca Variation, QGD",1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 Nbd7 5.e3 c6 6.Nbd2,,,,
D30,"Pseudo-Meran; Semi-Slav, QGD",1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.e3 c6,,,,
D30,"Quiet Variation, Semi-Slav",1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.e3 c6 5.Nbd2,,,,
D30,"Semmering Variation, Semi-Slav",1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.e3 c6 5.Nbd2 Nbd7 6.Bd3 c5,,,,
D31,"Baltic Defense, QGD",1.d4 d5 2.c4 Bf5 3.cxd5 Bxb1 4.Qa4+ c6 5.dxc6 Nxc6,,,,
D31,"Argentinian Gambit, QGD",1.d4 d5 2.c4 Bf5 3.cxd5 Bxb1 4.Qa4+ c6 5.dxc6 Nxc6 6.Rxb1 Qxd4,,,,
D31,"Queen's Knight Variation, QGD; D31",1.d4 d5 2.c4 e6 3.Nc3,,,,
D31,"Janowski Variation, QGD",1.d4 d5 2.c4 e6 3.Nc3 a6,,,,
D31,"Alapin Variation, QGD",1.d4 d5 2.c4 e6 3.Nc3 b6,,,,
D31,"Alatortsev; Petrosian, Charousek Var, QGD",1.d4 d5 2.c4 e6 3.Nc3 Be7,,,,
D31,"Miladinovic Gambit, QGD",1.d4 d5 2.c4 e6 3.Nc3 Be7 4.e4 dxe4 5.f3,,,,
D31,Semi-Slav Defense,1.d4 d5 2.c4 e6 3.Nc3 c6ï¿½ï¿½,,,,
D31,"Portisch Gambit, Semi-Slav",1.d4 d5 2.c4 e6 3.Nc3 c6 4.e3 f5 5.g4,,,,
D31,"Marshall Gambit, Semi-Slav",1.d4 d5 2.c4 e6 3.Nc3 c6 4.e4ï¿½ï¿½,,,,
D31,"Gunderam Gambit, Semi-Slav",1.d4 d5 2.c4 e6 3.Nc3 c6 4.e4 dxe4 5.f3,,,,
D31,"Tolush Variation, Semi-Slav",1.d4 d5 2.c4 e6 3.Nc3 c6 4.e4 dxe4 5.Nxe4 Bb4+ 6.Bd2 Qxd4 7.Bxb4 Qxe4+8.Be2 c5 9.Bxc5 Qxg2,,,,
D31,"Noteboom Variation, Semi-Slav",1.d4 d5 2.c4 e6 3.Nc3 c6 4.Nf3 dxc4,,,,
D31,"Abrahams; Noteboom; Klaus Junge Var, QGD",1.d4 d5 2.c4 e6 3.Nc3 c6 4.Nf3 dxc4 5.a4 Bb4 6.e3 b5 7.Bd2 a5,,,,
D31,"Anti-Noteboom Variation, Semi-Slav",1.d4 d5 2.c4 e6 3.Nc3 c6 4.Nf3 dxc4 5.Bg5,,,,
D31,"Beliavsky Line, Semi-Slav",1.d4 d5 2.c4 e6 3.Nc3 c6 4.Nf3 dxc4 5.Bg5 f6,,,,
D32,"Tarrasch Defense, QGD; D32",1.d4 d5 2.c4 e6 3.Nc3 c5,,,,
D32,"Schara-Hennig; Duisburg Gambit, QGD",1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 cxd4,,,,
D32,"Von Hennig Gambit, QGD",1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 cxd4 5.Qxd4 Nc6 6.Qd1 exd5 7.Qxd5 Be6,,,,
D32,"Tarrasch Gambit, QGD",1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.dxc5 d4 6.Na4 b5,,,,
D32,"Marshall Gambit, Tarrasch",1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.e4,,,,
D32,"Two Knights Variation, Tarrasch",1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3,,,,
D32,"Grunfeld Gambit, Tarrasch",1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.dxc5 d4 7.Na4 b5,,,,
D32,"Symmetrical Variation, Tarrasch",1.d4 d5 2.c4 e6 3.Nc3 c5 4.e3 Nf6 5.Nf3 Nc6,,,,
D33,"Lodz; Schlecter; Rubinstein Var, QGD; D33",1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3,,,,
D33,"Folkestone; Swedish Var, QGD",1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3 c4,,,,
D33,"Prague Variation, QGD",1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3 Nf6,,,,
D33,"Wagner Variation, Tarrasch",1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3 Nf6 7.Bg2 Bg4,,,,
D34,D34,1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3 Nf6 7.Bg2 Be7,,,,
D34,"Rubinstein; Normal Position, QGD",1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3 Nf6 7.Bg2 Be7 8.O-O O-O,,,,
D34,"Carlsbad Variation, Tarrasch",1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3 Nf6 7.Bg2 Be7 8.O-O O-O 9.Bg5,,,,
D34,"Endgame Variation, Tarrasch",1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3 Nf6 7.Bg2 Be7 8.O-O O-O 9.Bg5 Be6,,,,
D34,"Bogoljubow Variation, Tarrasch",1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3 Nf6 7.Bg2 Be7 8.O-O O-O 9.Bg5 Be6 10.Rc1 c4,,,,
D34,"Advance Variation, Tarrasch",1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3 Nf6 7.Bg2 Be7 8.O-O O-O 9.Bg5 c4,,,,
D34,"Spassky Variation, Tarrasch",1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3 Nf6 7.Bg2 Be7 8.O-O O-O 9.Bg5 cxd4 10.Nxd4,,,,
D34,"Reti Variation, QGD",1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3 Nf6 7.Bg2 Be7 8.O-O O-O 9.dxc5 Bxc5 10.Na4,,,,
D34,Classical Tarrasch Gambit,1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3 Nf6 7.Bg2 Be7 8.O-O O-O 9.dxc5 d4,,,,
D35,D35,1.d4 d5 2.c4 e6 3.Nc3 Nf6,,,,
D35,"Harrwitz; Rubinstein Var, QGD",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bf4,,,,
D35,"Exchange Variation, QGD",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5,,,,
D35,"Positional Variation, Exchange Variation, QGD",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Bg5,,,,
D35,"Saemisch Variation, QGD",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Nf3 Nbd7 6.Bf4,,,,
D36,"Reshevsky Variation, QGD; D36",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Bg5 c6 6.Qc2,,,,
D37,"Three Knights Variation, QGD; D37",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3,,,,
D37,"Harrwitz Attack, QGD",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4,,,,
D38,"Ragozin Variation, QGD; D38",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Bb4,,,,
D38,"Alekhine Variation, QGD",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Bb4 5.Qa4,,,,
D39,"Vienna Variation, QGD; D39",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Bb4 5.Bg5 dxc4,,,,
D40,"Semi-Tarrasch Variation, QGD; D40",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5,,,,
D40,"Pillsbury Variation, Semi-Tarrasch",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.Bg5,,,,
D41,D41,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.cxd5ï¿½ï¿½,,,,
D41,"San Sebastian Variation, QGD",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.cxd5 Nxd5 6.e4 Nxc3 7.bxc3 cxd4 8.cxd4 Bb4+ 9.Bd2 Bxd2+,,,,
D42,D42,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.cxd5 Nxd5 6.e3 Nc6 7.Bd3,,,,
D43,D43,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6,,,,
D43,"Anti-Meran Gambit, QGD",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.Bg5,,,,
D44,Semi-Slav Defense Accepted; D44,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.Bg5 dxc4,,,,
D44,"Botvinnik Variation, QGD",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.Bg5 dxc4 6.e4 b5,,,,
D44,"Ekstrom Variation, Semi-Slav",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.Bg5 dxc4 6.e4 b5 7.e5 h6 8.Bh4 g5 9.exf6 gxh4 10.Ne5,,,,
D44,"Lilienthal Variation, Semi-Slav",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.Bg5 dxc4 6.e4 b5 7.e5 h6 8.Bh4 g5 9.Nxg5 hxg5 10.Bxg5 Nbd7,,,,
D44,"Alatortsev System, Semi-Slav",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.Bg5 dxc4 6.e4 b5 7.e5 h6 8.Bh4 g5 9.Nxg5 Nd5,,,,
D44,Anti-Moscow Gambit,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.Bg5 h6 6.Bh4,,,,
D44,"Stonewall Defense, Semi-Slav",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Ne4 6.Bd3 f5,,,,
D44,"Vienna Variation, Semi-Slav",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 dxc4,,,,
D45,D45,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3,,,,
D45,"Acclerated Meran, QGD",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 a6,,,,
D45,"Normal Variation, Semi-Slav",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7,,,,
D45,Rubinstein; anti-Meran,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Ne5,,,,
